10000
180	25263	2442	9066	37627	33703	26843	1302	14669	35867	33158	6948	34492	11790	18055	48678	3563	25488	38133	30816	2808	46139	24949	2742	39522	42528	24659	37023	12222	34830	3382	38322	47503	8062	39504	16832	43894	32990	23142	26453	28511	44164	17655	39846	34060	25013	5174	37393	4432	29474	29214	31395	40458	34534	14455	24967	19989	49246	5569	21407	24822	37194	5102	13939	43681	48196	13702	8035	47906	23879	18699	16151	7216	45877	44169	30890	27783	31489	25594	5113	44734	18140	45529	33285	44176	8886	48272	24862	32014	23090	4294	42863	25378	12862	42722	5600	19100	44687	31235	26470
43441	37535	38644	10665	20353	47952	19818	40455	18091	19928	26220	1980	8755	34490	20617	14250	49387	31616	4883	17323	42233	25569	47085	12469	7508	27623	28083	34543	36450	3931	39237	18695	21580	15399	43083	12606	45621	48803	11022	27671	49304	23524	31691	10377	48726	19496	15089	15542	44006	8302	48963	1680	4794	9891	5648	44350	5261	30338	10115	27854	26386	25857	12683	33084	10251	1545	11571	25954	34116	13267	37711	44614	33522	11125	1031	7455	462	21850	814	5798	20276	11053	22502	49430	23708	15237	22366	24000	1155	43563	46189	7733	7954	5942	41125	2634	30885	33644	33435	43984
23810	43442	49296	33295	5606	43490	1309	21875	15924	47031	7659	25622	23015	41936	22808	30164	49523	35213	10422	1253	18555	45014	42182	23999	48128	13125	47080	46079	38645	43156	27146	2265	21242	48121	44053	8130	12582	25408	9803	32686	36932	29030	26920	5377	15506	32550	46841	19857	48	40829	20244	19186	38225	18956	9787	24469	7100	798	15572	40844	23536	6282	17256	15539	14775	4315	32494	14184	8871	19399	40215	40506	9669	38913	30631	47857	7313	19633	35617	33588	28812	5387	16746	41166	41227	38810	11676	34971	21668	31041	18636	1431	38256	25809	1888	2290	8067	24681	20845	1133
33600	25739	38956	28263	8112	17854	9182	40242	32018	6957	13795	23970	28321	16388	14693	47313	21687	11883	35123	45229	16242	29185	31440	21878	22151	39215	25510	23259	11665	7430	18932	30188	6250	28906	18587	39968	40313	36422	36224	36818	28127	37218	8568	25986	16225	41709	7325	21816	35359	593	41336	5594	5942	47140	31519	36377	42599	38704	42591	4053	20534	43233	44271	3645	17264	39866	45421	15218	43785	39323	14123	823	32477	12950	5001	32626	27213	46626	40951	12028	16120	38373	9964	46683	21074	20318	38167	9976	41053	24370	14991	4821	22842	29208	41111	38860	5557	32456	33037	11376
18770	24552	23428	17181	49439	29183	1306	42886	10031	49326	30494	41487	29346	37809	8546	21786	14279	12706	19169	25973	28395	8557	22558	25274	19314	47519	31181	16173	25159	10247	15881	16269	33721	28708	30190	31796	35750	13632	30693	38342	12093	30629	11112	26823	29604	3685	20032	10716	43280	43177	15022	33268	4085	5212	17005	39627	19370	3077	36233	41750	21476	4905	22331	28590	49075	25426	49892	47604	44548	28842	31937	12775	25171	33965	17013	42373	6371	19569	35833	47426	14246	34429	47501	34586	13560	30406	33567	15261	17364	27939	6252	45564	35957	24489	22496	7119	49339	25353	35337	7062
11376	5943	39255	19358	42204	38971	49264	20453	20954	37856	49454	26677	28647	36621	6209	33225	12099	48859	10119	47251	10714	378	11719	40122	41473	42541	42178	42590	9654	27267	35572	16452	20821	9226	776	17829	34440	29751	28649	45194	27705	5659	32459	36580	16337	47830	816	34740	45093	19965	10805	8380	33246	8342	25643	34115	25165	11967	16689	15865	19075	42537	45757	5113	23631	40492	49952	43601	3528	43464	28570	25273	32304	32157	35089	21509	47735	21341	4490	49355	46952	34115	43681	17969	45035	21205	27782	40258	43475	8417	6774	47354	27949	10993	14973	2858	24086	14932	1002	7204
14104	26430	29387	16429	20551	47457	29594	37945	6693	48058	47481	39776	34791	12958	29289	37174	45560	16761	33942	24769	38004	29579	26427	28454	15974	8679	672	48482	43206	45998	35817	8021	21425	35596	45792	39877	45946	42669	14745	45543	18519	38437	18679	46841	14661	6227	42331	42628	19738	15521	28105	35077	41359	36779	36445	43063	29936	8077	4142	17721	14481	5605	20157	8343	38355	37581	40571	36134	24057	42944	34653	37343	10842	44235	33973	24651	1929	30904	4339	16184	14906	37852	16597	19255	30817	27823	14496	29279	30049	47649	32324	9366	8794	12362	9073	11183	27077	6460	11334	41314
13068	49261	19098	35119	26990	18065	7906	21784	25320	46207	22422	24461	49406	14927	43061	34680	15994	7173	33822	1029	7846	46649	21334	41881	3447	41764	27984	31384	43235	35640	21883	12191	30864	45041	14115	21164	11401	33309	45350	15462	34937	43094	21290	17725	12246	44322	24451	30556	13754	11437	2856	24352	33247	36141	46080	48044	7807	47979	25766	30229	9293	35307	9889	14809	18379	6214	29504	39575	38230	46513	19766	39452	6500	185	26704	2572	5233	22681	29133	47662	47675	26147	23835	39745	33270	76	43575	34677	4271	18100	10766	26921	30889	25880	1241	1527	8490	11127	37594	11997
23294	3464	25667	35134	1673	31555	44936	8937	39263	40986	6661	48393	30359	8582	23666	3130	46694	36670	25948	15547	17517	12159	16551	22263	14956	1217	24445	9802	43229	43016	39329	47013	45782	3434	3120	14193	28690	13304	47851	28870	37180	41961	35490	11743	42265	13133	25582	13376	24495	44929	20127	21954	20876	30671	4042	19047	22916	36233	19905	27926	17858	38504	655	28977	3434	24070	48692	2200	48003	19005	3403	46262	41616	7146	1189	3563	7631	30809	33283	13033	45146	26122	37353	15211	43880	1243	44517	12007	46089	26116	32406	18164	49546	10435	45894	15538	21148	29272	40911	31728
4007	16917	43101	288	14483	34698	202	12217	14184	49341	49251	42762	29832	40630	13689	30093	5459	7569	7992	21329	41472	37142	28773	21963	24601	1727	21791	16056	2220	19834	5632	26831	39382	13530	17159	47461	18493	38981	22573	39298	43391	33147	7659	53	29047	18151	42575	33671	1136	32205	43727	8721	36617	21104	36062	17567	1840	31992	16741	5402	86	28399	26742	48912	42499	2022	34343	8922	32666	41951	18216	43778	39661	15261	37251	49526	20132	49966	45061	49223	12824	49070	5433	25910	29714	16958	6547	4281	45503	39221	8187	24252	42750	7699	21555	20770	23080	11068	13454	34825
13584	37796	47990	35533	17713	20901	29135	14528	2993	41460	6892	16070	27345	3868	45376	29844	24586	3254	14992	32372	23649	13468	13535	4456	29521	46167	4569	27538	19670	48958	46480	16762	19717	41823	21126	7022	43877	41887	7283	32340	23558	28669	47220	33399	2524	25723	19318	39200	7701	14086	31994	40930	33739	30777	3715	42443	2082	28891	13806	894	4415	42667	30835	38305	1636	12213	5040	46911	13036	26254	25193	25504	42798	44286	11492	18822	13835	41433	29630	14878	12713	32092	35812	38849	24681	36061	44462	39312	32157	36699	47917	14302	40934	21719	34498	40156	27872	1111	41359	26582
37141	41996	33990	30530	18118	38987	12921	385	15457	40663	33364	14950	19130	21657	6836	36182	46987	7844	4205	11774	7957	8380	35508	2796	39431	47961	2477	48134	44395	21456	26072	11397	11462	13072	34059	3803	46488	15138	22525	12589	28645	39704	36772	10446	27326	39619	29148	13231	12215	31712	427	21482	4364	17037	44847	32125	13014	36565	31104	48128	29544	46952	8155	6860	1492	45837	22165	27269	3563	2931	47424	18079	26193	28008	21883	47412	18831	38183	44085	38607	40272	28947	12443	12699	45425	15976	12161	28515	41438	26581	10040	10274	24981	45609	28842	11939	38205	45094	46240	21831
31535	41000	44753	37875	14644	43814	29651	33980	59	10788	35124	33365	14757	46989	16749	1675	18276	35344	7252	26106	31318	41574	5241	41806	7234	16284	122	43060	38534	11066	43269	14880	16346	47732	36519	35929	40228	1342	17112	18431	25497	46438	13154	32307	17638	19379	8087	23458	19988	716	46663	19461	15694	44446	13451	40519	27951	30605	7159	34308	49281	16001	30777	35569	35934	49603	42070	36692	3097	3628	23579	3980	34859	14604	41620	45137	39281	11048	15082	24607	43351	48385	39889	32325	29944	3450	24260	19410	48313	2279	33421	3044	37562	21542	38823	28335	44342	9180	26103	15237
16994	41462	15435	34862	3409	35680	30541	12082	7830	4451	7440	27968	14911	33504	43829	12521	41953	49473	3285	45859	16193	24372	26371	44166	16035	28442	41891	18764	16010	17924	4316	10380	39096	27163	33139	39969	37704	6322	35275	30108	925	5304	20866	24963	42502	1576	27975	3039	49839	32722	10307	11242	27438	38691	14970	33899	10561	40800	33559	38931	44098	11711	27494	5062	43715	17096	47335	18437	23077	16405	42673	47426	17847	23342	15793	22004	46900	29579	47096	1786	24030	30741	20217	44788	30786	15166	29277	10793	1340	44957	45458	13292	34830	48338	20988	45473	27368	38672	21438	26134
21957	21456	4715	25258	20280	22015	38116	15194	28232	2093	9591	6166	26665	3625	1078	21293	13863	29988	16985	30805	47436	38275	3199	16647	765	47473	22942	19306	19338	10443	26552	43627	33012	6142	24766	10732	36185	32525	14903	42337	30003	45203	25520	31476	26578	47738	23467	19950	3983	11019	9490	28884	9823	20502	36467	15829	9690	41055	34147	42139	10615	36787	12198	11838	16025	14922	43387	25546	10711	31098	6441	42795	24105	35189	43982	41595	13160	3859	24054	21949	49520	15011	10489	17847	15513	12398	16150	29446	22877	36405	14715	23244	13353	27772	26432	4754	13823	3336	8649	25966
44529	1841	31727	19086	45906	38248	25010	24195	42638	37910	17075	9578	23131	28893	1458	38759	8487	47139	43689	18637	20645	22731	49626	14191	37296	32582	47884	41519	6313	15781	23960	14014	3917	48800	45334	14383	2823	3388	43522	33945	37211	23206	45217	32657	45982	22551	39377	102	48270	47265	7902	29220	41450	17180	36368	45632	38499	28781	3413	9677	41139	10550	34511	15522	28573	34900	26096	31935	19442	23669	41783	43742	12973	36938	44516	41912	10322	8161	28007	37071	40003	40625	40221	22214	33823	44177	24904	39013	25363	39526	4037	49988	44210	42693	19667	4192	18886	431	33753	6723
15295	11908	32458	17530	43276	44615	2945	10581	6090	14422	42856	48882	31052	1059	16454	45897	36114	48673	28029	5606	7485	18126	30139	42966	26499	6222	20920	27981	6987	40092	47819	37759	37740	24043	10295	45334	14792	9268	49909	46450	39530	40356	1564	15938	11905	25955	39635	34677	24689	22497	47253	43586	23870	38796	3400	33613	44340	6115	28393	17394	2763	48355	24885	40518	39071	46681	17241	8100	14772	1340	49094	49140	24668	15858	21035	38618	6474	17118	15612	47116	9850	36887	30021	18163	46594	41165	1434	13416	33917	285	2653	31123	8423	29035	43787	43214	33859	36809	30073	29819
45743	8266	4594	33136	23147	35597	13838	8489	45294	47441	39436	25254	283	3339	29809	11668	26183	37111	36137	46453	2017	44908	4773	40108	20390	33163	21907	43780	10972	48322	275	46217	32209	33415	26914	11708	21897	24480	31829	41637	32645	43919	4216	29173	36687	33489	14755	18109	43278	33974	31535	2229	24612	33898	17932	4350	25729	38401	43061	19652	17757	14653	27503	1132	28688	13277	15894	35371	37387	9340	43404	973	10865	39374	18896	35712	31668	22448	10106	46308	9673	24738	20138	37527	37398	22744	38038	19980	30536	16700	49138	15290	23728	47279	17759	20403	32232	49997	39398	19358
14297	37885	41403	4807	29924	22120	403	26369	14610	34929	22432	17832	48616	37362	27759	37044	40365	20384	27978	18928	6272	15257	32642	35963	31895	18282	42596	30274	12072	19139	38231	44361	48090	39073	7442	10627	4509	44440	29151	7920	43051	34422	14573	11398	44697	15318	47896	21237	29282	147	1614	46058	45205	9783	38733	46829	11830	43017	27678	7931	8526	45361	8384	28017	44400	24802	11906	33115	44845	44761	36455	31237	17836	38320	10315	23163	29701	6031	4264	4332	22476	1452	43239	48215	38564	3165	9232	30796	22290	14348	19399	7654	1606	4602	18415	28579	44636	38175	29361	560
26031	870	24697	45815	36807	6841	34178	40941	48932	1894	30127	34360	10903	46287	11446	42966	42912	43478	4673	2710	32816	27067	41226	41466	30908	20889	8659	20752	2981	35950	34974	27955	43546	8183	22296	30836	2952	8124	17669	42945	28824	16185	42964	28209	10193	9993	19478	21814	27492	26823	20149	45144	7389	30080	6275	48250	1411	29012	16189	16579	47282	26348	47903	44366	25758	27053	33452	44313	23030	30546	19746	13368	2716	46319	24523	4484	49846	40387	33198	31512	43607	14820	8381	42807	36814	30453	13225	39686	35089	37486	19103	22403	5893	47282	41911	6663	22918	3386	36793	16043
13989	38500	39182	29613	22621	17245	44067	9985	16959	45813	22085	42073	38540	35018	20193	41001	10610	17106	6817	34755	39273	3777	21475	37818	36575	3181	44545	30968	8088	996	13314	25754	31711	39656	2153	24818	23599	32099	33062	8062	42604	48791	20022	47988	49243	23820	20217	28925	32347	15606	5398	2618	40722	13548	22797	1660	28632	1639	14965	1453	24258	7071	4532	7186	20277	32340	19551	7962	17807	11785	23389	7725	17819	29191	4529	9493	15670	15540	5495	40065	16061	18941	41415	6420	30734	43960	1071	25710	38086	27659	19346	49631	48606	27096	33023	7539	34505	27518	31136	17831
22631	21900	13448	47660	23106	20337	4370	34729	8592	39743	13906	40774	32020	1548	26209	1488	34720	10827	27653	36422	18028	12791	40468	6322	13960	27529	30786	34880	40653	4965	46019	42268	49668	7235	46613	14374	21246	42923	36494	42683	37796	17342	18166	47536	48413	9753	29717	11719	45062	47822	24133	2591	44258	16398	39168	43143	28372	30556	6717	48996	11789	30412	30171	31855	12803	9120	166	45506	45532	3095	47882	17027	16985	18117	19777	44118	20933	17297	26438	7810	19840	28772	47620	20897	30323	41179	5668	37815	6422	42265	15044	14915	2072	39762	35780	9148	30211	31687	7865	19910
26418	17790	5224	36103	42104	8305	41694	1849	18482	6076	36957	16377	6911	36246	44160	44927	39049	8594	32325	1235	10926	35667	1051	42705	27258	36840	43013	1332	31565	31271	7219	16675	18039	21160	12001	7141	2624	12112	48995	25097	18891	17932	17679	40207	17199	5926	49526	2171	15940	38247	11832	5653	12296	43826	37615	3409	24972	35446	32367	49204	30767	17272	26383	23175	33611	34752	19813	3241	38119	5482	32391	43800	39166	27868	14410	27477	38554	34845	24665	16524	1601	17448	36102	39413	47049	4652	118	1369	16125	16816	45299	45409	3658	40495	13733	4518	35275	8365	49436	12879
22288	13717	21142	33515	38824	328	33306	38601	13815	34822	17572	25168	14260	19167	7095	1100	6967	42957	16908	43632	20240	40394	40789	6301	16883	5822	48343	25262	49982	4919	23027	7228	2976	14042	32962	5478	47309	33205	33888	26783	48603	48640	37492	15567	35646	39357	10868	29674	26450	16817	33494	31543	22122	37528	28895	24025	47948	21980	25219	47959	45649	8335	10517	11521	6890	27438	41199	49202	9768	39349	27351	2366	39466	21324	42603	39936	27047	37240	12542	26211	1255	20808	2448	15678	10734	8327	47280	18388	38604	18331	35302	33352	47190	22747	561	39892	42836	16378	20323	6425
41014	39181	38633	31112	25630	16970	32145	39548	21290	38934	6588	10945	17265	30682	7768	22415	40758	28637	44433	17705	8487	42755	1183	22950	47728	522	23575	25426	5396	28476	44366	13009	7941	11519	49973	34563	4422	48150	40727	10037	23967	32233	32384	26488	45890	42617	36403	23463	10204	10889	4204	48145	48275	42097	45366	48287	14358	43398	44347	10065	28014	30970	46700	26704	24457	5305	40790	44915	34474	46060	23657	35014	33384	28345	4690	45418	35742	39035	25049	5114	30076	2018	42048	49788	46976	39558	39322	34190	34335	4558	47967	34522	13368	49466	1216	32447	33070	1032	36896	28647
49586	20560	17063	2722	3405	39391	14610	7251	16410	28967	41559	16295	33015	1273	43509	15361	27825	10906	24109	32905	33817	30022	5576	41099	18890	32303	14037	16173	43050	19968	6921	16604	16044	28872	28676	30292	31975	5360	20133	30509	47546	20919	41848	24594	49120	5001	41259	35849	18460	18029	9428	33260	231	8992	38787	46629	23599	47671	26864	26488	30631	21984	48015	28543	36281	38240	43410	15494	23198	4673	33492	23809	13630	42108	47440	5295	31380	6120	7268	10872	17703	40408	2537	43010	13130	32643	1082	13124	6243	47154	36270	8481	43278	12782	15584	22097	27638	46543	44327	29215
45735	11011	19622	17585	49857	35029	43556	9304	32629	2599	38878	18618	4527	25987	49216	46790	11462	37981	43765	33567	1564	39076	17428	19566	46644	322	21205	46958	5329	40857	37400	16955	7037	23118	20447	2922	22241	5047	37861	14045	22819	1156	6367	36251	18597	17915	12602	173	870	26317	34163	7936	25269	20652	10656	25143	48852	37630	38835	4883	21029	25982	44567	23383	40880	39620	22642	44503	1813	42064	42658	29851	15201	48048	3361	28555	9223	23272	4648	17628	23158	1024	37535	49059	11165	21034	4576	17711	28192	44748	40453	21902	22231	8794	12429	40689	31452	28204	17914	16209
4472	38813	375	37845	1221	5034	14354	43101	13839	27318	7013	36782	45378	14162	37428	2893	42873	24357	23071	41816	30471	13511	27482	35247	35113	23428	9278	36824	27769	5488	22221	23636	33296	8499	2646	38905	26252	16205	6686	15632	9516	38561	48124	32665	29131	13293	1094	3236	31251	21930	8723	40905	32753	18080	21921	4339	29003	39104	5121	15699	11536	18450	5959	15942	435	14969	38267	31403	14424	49801	23349	20434	17068	31539	7818	43549	15252	48808	14452	3877	11130	2667	25991	45548	20044	43183	34278	13461	23534	31548	31986	40062	46221	20767	40471	4279	16664	37513	11105	31316
22410	34151	11715	677	9548	20781	41020	10835	48435	45924	4406	16370	16807	48035	32672	18587	1282	18241	30715	5948	27845	16202	28051	10034	12814	3139	42516	7123	9642	27371	4118	15916	49627	35918	2967	30711	34933	27358	6513	23854	18268	48260	47028	30838	23347	33995	42920	36872	4746	20728	38317	8327	39018	27499	7831	1684	45577	8039	15292	2326	46390	791	40339	31714	10209	49830	49388	34989	40874	14434	15472	37662	1793	32316	42694	9497	1796	41812	24328	27614	16652	10426	35516	12272	6974	18366	41108	7831	45123	36338	40938	15819	22043	27479	18037	21595	27214	7305	27789	24817
45963	41011	31760	46796	15153	41624	43365	27335	47249	46384	25617	17634	36236	32223	42282	27184	36686	3173	29156	40902	7093	34429	23022	1557	33041	42720	41589	41978	27655	29154	19044	8783	12891	49834	8588	10302	36957	37542	23067	7301	9656	29220	29114	39841	11761	21478	22481	37509	45401	44019	4480	20159	13456	18574	26095	45881	7478	31741	48809	15672	514	792	48898	5589	7291	21522	47933	45655	49835	5813	10900	15384	42899	11922	31656	32538	14106	2257	43158	18612	626	11702	37124	33960	17492	32510	3036	16200	43195	28903	20203	4100	22559	13483	46198	20931	9834	21089	24232	31323
47103	1428	23815	12235	30108	16155	35126	26163	106	46178	9870	40940	48748	35624	45802	15170	42898	37586	43001	36260	12715	26641	15296	40383	25579	6289	2730	48551	1413	24930	33331	15480	8634	25467	1467	14343	45789	33776	5405	24409	1339	45090	4888	6900	37109	31674	34453	18505	34443	16975	42814	31707	9756	5199	31895	25859	23006	43471	30983	30278	37168	5361	21167	7563	17796	20922	27921	37091	2692	40552	30481	39360	45775	24019	4224	42013	3693	40820	17985	40333	12075	15461	8072	33014	2955	34714	36562	32997	41675	34180	17516	36058	22227	47635	12143	14198	48583	40724	5713	5373
35932	9741	49007	40819	27123	10595	27489	42203	31976	29801	35558	43266	4541	38673	2441	6359	36915	11334	2855	7702	24408	35028	39537	10681	11944	16408	27883	12887	32593	21037	29919	9503	13983	48438	1940	27261	34933	41583	27260	4119	49070	30663	17962	27623	3653	4227	8988	38529	37454	15817	45224	41130	25634	8696	23123	11121	23830	13722	12166	45062	187	2343	47687	17833	14097	44873	1790	31349	30575	21005	9323	18267	42703	43649	49923	30828	35581	43989	38463	45549	43786	33143	15303	40392	49349	9584	33455	7414	17127	15467	25028	22419	26049	36486	42060	38293	42879	20541	35149	45342
22595	23322	41174	5426	42755	111	18758	42827	33592	28677	33075	10569	2898	45723	22039	22730	45562	37272	249	28132	36366	20878	12649	22225	31112	33887	4811	21261	28232	1591	44816	49555	27173	35959	39918	43712	27935	13216	36068	49675	43067	22098	31950	26257	14912	20814	37789	40874	25138	35729	42784	28020	33804	37028	47397	1589	21798	48022	3149	12839	24850	3738	40757	12444	21128	5915	46596	1600	38935	25997	49355	332	6004	44910	42374	11132	2169	14495	5356	46476	6342	22219	4887	5520	27898	33014	13637	38338	38507	42418	3346	34166	49353	34044	24421	44626	7850	42602	48600	3937
17854	43354	23442	26554	1695	31417	729	25568	20163	18597	26418	47681	47365	1342	11758	21505	24936	34173	37602	15348	36444	48985	4766	22102	34660	6131	21266	26142	27667	42958	16880	35624	23426	14728	42309	27100	5206	22062	5716	6268	22081	36220	9523	17435	7480	27038	12208	27828	24369	34170	17778	22155	43886	42884	39004	45120	38951	7571	37947	31828	32411	49636	30209	7562	34870	25222	19555	20017	8049	4368	19325	38654	34059	24001	26439	886	45985	32491	35978	36916	1526	41418	7056	8073	15260	37720	43066	44149	2008	10617	39159	42903	1619	44951	47187	26591	30188	1037	17930	13366
31371	46708	12796	26390	18097	7026	6491	6076	45335	8300	44103	3000	10151	26519	45996	46382	38737	40962	47911	7543	9089	18592	27383	34136	49929	19026	15179	5177	37319	19374	37947	20676	12242	6586	15095	16255	19149	41032	30600	10703	11973	35681	20058	30917	1855	41472	19376	41483	40808	36428	1532	9509	43982	41411	37678	3887	40050	41964	20256	34966	12061	27983	49600	3927	11407	42279	754	22240	48080	20994	43925	3367	27540	36525	30912	22685	28107	31851	27981	47496	4821	48652	5191	43294	29783	16069	13707	3494	2790	41601	24079	20260	16128	38853	36694	27344	47877	1962	25649	795
37545	37286	34352	28732	46981	39385	11162	16971	4310	26353	4189	19707	28874	43504	44770	18518	1948	47378	43008	48788	29691	7920	33269	18133	37634	6741	253	42052	2530	28067	31224	47583	27731	44225	8335	39399	19223	12237	43935	41487	20192	30486	16432	28669	33081	36401	4945	21957	49276	30601	47700	26444	24535	47355	1523	39677	15859	30529	49163	27413	45737	42556	21248	4413	828	38242	33127	12338	15082	39333	29580	21937	12427	26218	2596	22181	46963	27132	26259	4856	3729	20642	9093	8194	12474	43942	25610	15874	37419	7436	12485	18256	8820	32711	17258	27568	20337	22323	33754	1917
